,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
425132,32,Female,50,2-Year,Hispanic,50k - 60k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
425169,18,Female,26,Some College,White,100k - 120k,Married,Don't Know,Strongly Disapprove,Moderate,[Republican / Candidate 2]
425209,16,Male,48,2-Year,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
425217,6,Female,44,4-Year,Black,10k - 20k,Divorced,Only now and then,Strongly Approve,Very Liberal,[Republican / Candidate 2]
425221,17,Male,48,4-Year,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
425238,45,Female,29,4-Year,Asian,80k - 100k,Married,Some of the time,Strongly Approve,Liberal,[Republican / Candidate 2]
425312,42,Male,57,4-Year,Black,150k+,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
425313,31,Female,77,High School Graduate,Hispanic,10k - 20k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
425344,38,Female,45,2-Year,Black,30k - 40k,Married,Only now and then,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
425345,14,Female,25,4-Year,Black,50k - 60k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
425352,49,Female,25,4-Year,Hispanic,50k - 60k,Married,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1]
425395,1,Female,29,Post-Grad,White,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2]
425409,43,Female,65,4-Year,Asian,70k - 80k,Married,Most of the time,Strongly Approve,Very Conservative,[Democrat / Candidate 1]
425442,2,Female,52,2-Year,Black,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
425469,47,Male,76,High School Graduate,White,10k - 20k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
425476,31,Male,26,High School Graduate,Hispanic,70k - 80k,Domestic Partnership,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
425499,50,Male,25,2-Year,Mixed,40k - 50k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
425526,19,Female,57,4-Year,Hispanic,150k+,Single / Never Married,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
425538,31,Female,45,No HS,Hispanic,100k - 120k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
425539,41,Female,40,Some College,Black,10k - 20k,Single / Never Married,Don't Know,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1]
425544,33,Male,27,4-Year,White,150k+,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
425574,51,Female,35,No HS,Hispanic,20k - 30k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
425575,3,Female,25,4-Year,Hispanic,60k - 70k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
425611,25,Female,69,High School Graduate,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
425613,52,Female,76,High School Graduate,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
425624,33,Male,66,4-Year,Hispanic,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
425630,23,Male,26,High School Graduate,Black,10k - 20k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
425649,33,Female,38,4-Year,Hispanic,60k - 70k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Democrat / Candidate 1]
425668,14,Female,23,4-Year,Hispanic,40k - 50k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
425680,8,Female,35,High School Graduate,Hispanic,30k - 40k,Single / Never Married,Only now and then,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
425698,16,Female,36,Some College,Hispanic,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
425713,50,Female,33,4-Year,Mixed,100k - 120k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
425718,12,Female,28,4-Year,Asian,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
425724,31,Male,45,2-Year,Black,40k - 50k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
425735,9,Male,46,4-Year,Hispanic,50k - 60k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
425752,32,Female,90,High School Graduate,White,40k - 50k,Widowed,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2]
425757,51,Female,43,Some College,Mixed,60k - 70k,Domestic Partnership,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
425758,38,Female,46,2-Year,Hispanic,10k - 20k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
425769,14,Female,54,High School Graduate,Black,10k - 20k,Divorced,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
425781,27,Female,28,4-Year,Mixed,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
425782,16,Female,40,Some College,Hispanic,20k - 30k,Divorced,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
425796,10,Female,56,High School Graduate,Hispanic,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
425803,2,Female,58,4-Year,Hispanic,30k - 40k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
425819,18,Female,25,4-Year,Asian,150k+,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
425857,11,Male,23,Some College,White,80k - 100k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
425864,36,Male,33,Post-Grad,White,40k - 50k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
425865,7,Male,24,4-Year,Hispanic,40k - 50k,Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
425883,33,Female,24,Post-Grad,White,120k - 150k,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
425887,31,Female,46,High School Graduate,Black,Less than 10k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
425891,22,Female,28,4-Year,White,100k - 120k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
425896,7,Female,24,Some College,White,60k - 70k,Single / Never Married,Only now and then,Never Heard / Not Sure,Not Sure,[Democrat / Candidate 1]
425926,21,Female,49,Some College,Hispanic,50k - 60k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
425934,8,Female,26,Some College,Hispanic,30k - 40k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
425947,42,Male,58,2-Year,Black,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
425978,24,Male,68,High School Graduate,White,30k - 40k,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
425998,51,Male,38,Some College,Hispanic,100k - 120k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
426031,22,Female,35,2-Year,White,100k - 120k,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
426046,23,Male,82,Some College,Other,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
426088,42,Male,63,Some College,Hispanic,60k - 70k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
426123,23,Male,36,High School Graduate,Black,10k - 20k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
426143,16,Male,23,4-Year,Hispanic,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2]
426157,12,Male,33,4-Year,White,150k+,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
426164,37,Female,29,Post-Grad,White,30k - 40k,Single / Never Married,Only now and then,Never Heard / Not Sure,Moderate,I Did Not Vote In This Race
426174,10,Male,64,Post-Grad,Black,150k+,Married,Only now and then,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
426195,6,Male,40,Post-Grad,White,100k - 120k,Married,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1]
426219,30,Female,23,4-Year,Mixed,Prefer not to say,Single / Never Married,Some of the time,Strongly Disapprove,Not Sure,[Democrat / Candidate 1]
426220,13,Male,57,Post-Grad,Black,150k+,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
426230,38,Male,34,Post-Grad,White,Prefer not to say,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
426235,51,Male,35,4-Year,Black,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
426239,22,Female,20,Some College,Hispanic,Prefer not to say,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
426254,40,Male,40,High School Graduate,Black,70k - 80k,Married,Some of the time,Strongly Disapprove,Conservative,[Democrat / Candidate 1]
426256,35,Female,32,Some College,Hispanic,60k - 70k,Single / Never Married,Hardly at all,Strongly Approve,Liberal,[Republican / Candidate 2]
426277,1,Female,41,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
426291,19,Male,53,2-Year,Hispanic,120k - 150k,Divorced,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
426310,53,Female,28,Some College,White,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
426328,43,Male,46,4-Year,Black,120k - 150k,Married,Some of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2]
426342,11,Female,33,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
426442,50,Male,51,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
426465,29,Female,40,Post-Grad,Black,80k - 100k,Married,Most of the time,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
426503,39,Male,20,2-Year,Hispanic,100k - 120k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
426568,25,Female,37,2-Year,Black,80k - 100k,Married,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
426584,1,Female,71,High School Graduate,White,20k - 30k,Widowed,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
426589,27,Male,38,Some College,Asian,40k - 50k,Married,Hardly at all,Never Heard / Not Sure,Not Sure,Not Sure
426617,13,Female,42,Some College,Hispanic,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
426678,27,Female,35,Some College,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
426686,3,Male,62,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
426697,35,Female,40,4-Year,Black,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
426699,22,Female,47,2-Year,Hispanic,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
426701,51,Female,43,4-Year,Black,80k - 100k,Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
426709,35,Female,51,4-Year,Hispanic,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
426712,41,Female,36,4-Year,Hispanic,40k - 50k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
426743,53,Male,23,Some College,White,40k - 50k,Married,Only now and then,Strongly Approve,Very Conservative,[Democrat / Candidate 1]
426751,24,Female,41,Some College,Other,30k - 40k,Married,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2]
426757,30,Female,60,4-Year,Mixed,Prefer not to say,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
426778,14,Female,69,2-Year,Hispanic,Prefer not to say,Married,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
426811,33,Female,26,Some College,Black,80k - 100k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
426828,21,Female,38,2-Year,Hispanic,50k - 60k,Divorced,Hardly at all,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
426830,15,Female,59,High School Graduate,White,10k - 20k,Divorced,Only now and then,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
426841,44,Male,49,2-Year,Black,80k - 100k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
426901,19,Male,20,Some College,Asian,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
426909,23,Female,64,High School Graduate,Hispanic,20k - 30k,Divorced,Only now and then,Disapprove / Somewhat Disapprove,Conservative,[Democrat / Candidate 1]
426911,44,Female,47,4-Year,Black,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
426920,21,Female,33,Some College,Hispanic,40k - 50k,Married,Only now and then,Strongly Disapprove,Moderate,Not Sure
426954,25,Female,33,Some College,Mixed,150k+,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
426965,6,Male,39,4-Year,Black,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Democrat / Candidate 1]
427003,15,Male,64,High School Graduate,Black,30k - 40k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
427004,4,Female,29,4-Year,Hispanic,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
427030,42,Female,28,2-Year,Mixed,20k - 30k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
427048,2,Male,28,4-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
427062,4,Female,27,4-Year,Mixed,10k - 20k,Single / Never Married,Hardly at all,Strongly Disapprove,Conservative,[Republican / Candidate 2]
427065,9,Female,65,4-Year,Black,80k - 100k,Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
427066,30,Female,40,4-Year,Hispanic,60k - 70k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
427103,14,Male,30,4-Year,White,60k - 70k,Single / Never Married,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1]
427115,43,Male,72,High School Graduate,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
427117,38,Female,54,Some College,White,30k - 40k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
427122,51,Female,19,Some College,Hispanic,10k - 20k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
427125,26,Female,21,Some College,White,30k - 40k,Single / Never Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
