,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov,voted_gov_num
2279,45,Female,23,4-Year,Asian,120k - 150k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2280,30,Male,38,Some College,White,60k - 70k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2281,53,Female,46,4-Year,Hispanic,70k - 80k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
2282,2,Male,32,Some College,White,30k - 40k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2283,27,Female,39,Some College,Hispanic,70k - 80k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2284,39,Female,27,4-Year,Asian,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2285,44,Female,47,2-Year,Black,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1],0
2286,31,Male,55,4-Year,Black,50k - 60k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2287,10,Male,76,High School Graduate,White,50k - 60k,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2288,37,Male,51,2-Year,Black,40k - 50k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2289,43,Female,40,4-Year,Black,50k - 60k,Domestic Partnership,Hardly at all,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2290,53,Female,29,2-Year,White,50k - 60k,Married,Most of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1],0
2291,51,Male,33,Some College,Hispanic,70k - 80k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2292,25,Female,32,2-Year,White,10k - 20k,Domestic Partnership,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2293,12,Male,26,Some College,Hispanic,20k - 30k,Married,Most of the time,Approve / Somewhat Approve,Very Conservative,[Democrat / Candidate 1],0
2294,53,Female,39,No HS,Hispanic,10k - 20k,Married,Some of the time,Strongly Disapprove,Not Sure,[Republican / Candidate 2],1
2295,36,Female,55,Post-Grad,Mixed,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2296,49,Female,34,4-Year,Hispanic,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2297,47,Female,59,2-Year,Black,30k - 40k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
2298,33,Female,38,4-Year,Hispanic,40k - 50k,Separated,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2299,47,Female,26,4-Year,Black,40k - 50k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2300,24,Male,25,Some College,Hispanic,150k+,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2301,27,Female,29,Post-Grad,Mixed,30k - 40k,Domestic Partnership,Only now and then,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2303,46,Female,85,High School Graduate,White,50k - 60k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2304,47,Female,29,4-Year,Black,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1],0
2305,51,Female,25,Some College,Hispanic,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2306,19,Male,29,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1],0
2307,7,Female,34,4-Year,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2308,3,Female,22,Some College,White,100k - 120k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2309,8,Female,75,High School Graduate,White,10k - 20k,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2310,34,Female,19,Some College,Hispanic,70k - 80k,Single / Never Married,Don't Know,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2311,45,Female,44,Post-Grad,Mixed,100k - 120k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2312,31,Female,38,4-Year,Hispanic,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2313,20,Male,39,2-Year,Hispanic,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2314,30,Female,25,4-Year,Hispanic,40k - 50k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2315,30,Male,65,Some College,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2316,21,Female,32,4-Year,White,120k - 150k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
2317,19,Female,54,Some College,Hispanic,30k - 40k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2318,7,Female,28,2-Year,Hispanic,40k - 50k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2319,43,Female,20,Some College,Hispanic,Less than 10k,Single / Never Married,Most of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2320,52,Male,41,2-Year,Black,60k - 70k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2321,16,Female,79,High School Graduate,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2323,51,Female,22,High School Graduate,Hispanic,50k - 60k,Married,Don't Know,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2324,34,Male,35,4-Year,Asian,80k - 100k,Single / Never Married,Only now and then,Strongly Disapprove,Conservative,[Democrat / Candidate 1],0
2325,19,Male,29,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1],0
2326,6,Male,28,4-Year,Hispanic,70k - 80k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2327,6,Female,76,4-Year,Hispanic,100k - 120k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2328,34,Female,38,4-Year,Hispanic,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2329,1,Female,31,2-Year,Hispanic,30k - 40k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2330,6,Female,27,4-Year,Hispanic,40k - 50k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
2331,43,Male,20,Some College,Hispanic,120k - 150k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2332,39,Female,59,2-Year,Hispanic,80k - 100k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
2333,10,Male,20,Some College,Asian,Prefer not to say,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2334,8,Female,28,Some College,Hispanic,10k - 20k,Domestic Partnership,Hardly at all,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2335,1,Female,52,High School Graduate,White,20k - 30k,Domestic Partnership,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2],1
2336,41,Female,30,2-Year,Asian,Less than 10k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2337,9,Female,28,Some College,Hispanic,30k - 40k,Single / Never Married,Some of the time,Strongly Approve,Conservative,[Democrat / Candidate 1],0
2338,31,Female,26,Some College,Hispanic,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2339,2,Female,31,Post-Grad,Black,70k - 80k,Married,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2340,23,Female,34,4-Year,Hispanic,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2341,34,Female,30,Some College,Hispanic,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2342,2,Male,37,High School Graduate,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2343,13,Female,26,2-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2344,6,Male,28,High School Graduate,White,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2345,53,Male,45,4-Year,Black,100k - 120k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2346,50,Female,25,Some College,White,20k - 30k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2347,5,Female,28,Some College,Mixed,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2348,37,Male,27,Some College,Hispanic,30k - 40k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2349,20,Female,22,High School Graduate,Hispanic,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2350,33,Female,19,Some College,Asian,150k+,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2351,29,Female,30,4-Year,Hispanic,100k - 120k,Single / Never Married,Some of the time,Strongly Approve,Conservative,[Republican / Candidate 2],1
2352,33,Female,21,Some College,White,150k+,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2353,35,Female,67,High School Graduate,Black,50k - 60k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2354,42,Male,18,No HS,Hispanic,100k - 120k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Not Sure,[Democrat / Candidate 1],0
2355,14,Female,20,High School Graduate,Asian,Prefer not to say,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2356,20,Male,43,High School Graduate,Hispanic,10k - 20k,Domestic Partnership,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2357,51,Male,69,2-Year,Mixed,60k - 70k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2358,35,Female,30,Some College,Black,10k - 20k,Married,Only now and then,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
2359,42,Male,28,Some College,White,40k - 50k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2360,51,Male,35,4-Year,Black,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2361,1,Male,64,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2362,18,Female,23,4-Year,White,100k - 120k,Single / Never Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2363,7,Male,63,High School Graduate,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2364,41,Female,23,Some College,White,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2365,25,Male,50,Some College,Hispanic,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2366,47,Female,49,4-Year,Mixed,30k - 40k,Married,Some of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1],0
2367,46,Female,26,4-Year,Hispanic,80k - 100k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2368,19,Female,28,4-Year,Asian,Less than 10k,Single / Never Married,Only now and then,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2369,24,Male,29,4-Year,Hispanic,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2370,19,Male,21,Some College,Hispanic,100k - 120k,Single / Never Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2371,42,Female,41,4-Year,White,120k - 150k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2372,29,Female,28,Post-Grad,White,Prefer not to say,Single / Never Married,Hardly at all,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2373,12,Female,35,4-Year,Hispanic,120k - 150k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
2374,32,Male,33,4-Year,Hispanic,100k - 120k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2375,6,Female,27,Some College,Asian,Prefer not to say,Single / Never Married,Hardly at all,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2376,35,Male,30,High School Graduate,Hispanic,70k - 80k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2377,34,Male,55,2-Year,Hispanic,100k - 120k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2],1
2378,48,Female,51,4-Year,Hispanic,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2379,39,Female,19,Some College,White,150k+,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
2380,34,Female,28,Some College,White,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2381,18,Female,29,4-Year,White,120k - 150k,Married,Some of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1],0
2382,50,Female,69,High School Graduate,White,10k - 20k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2383,7,Female,30,4-Year,White,Less than 10k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2384,3,Male,31,Some College,Black,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2385,22,Female,27,4-Year,Hispanic,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2386,4,Male,65,High School Graduate,White,40k - 50k,Divorced,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2387,43,Female,25,4-Year,Black,40k - 50k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2388,39,Female,50,Some College,Hispanic,60k - 70k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1],0
2389,21,Female,19,2-Year,White,40k - 50k,Single / Never Married,Most of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1],0
2390,13,Female,52,2-Year,Black,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2392,45,Female,22,Some College,Asian,120k - 150k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2393,23,Female,26,2-Year,Asian,10k - 20k,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
2394,47,Female,74,Some College,Black,120k - 150k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2395,30,Female,76,High School Graduate,White,60k - 70k,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2396,6,Female,25,High School Graduate,Mixed,10k - 20k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1],0
2397,48,Male,26,4-Year,Hispanic,70k - 80k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2398,53,Female,28,2-Year,Asian,Less than 10k,Single / Never Married,Don't Know,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1],0
2399,30,Female,24,4-Year,White,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2400,21,Male,26,2-Year,Hispanic,Less than 10k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2401,52,Female,29,4-Year,Asian,150k+,Single / Never Married,Only now and then,Never Heard / Not Sure,Conservative,[Republican / Candidate 2],1
2402,12,Female,26,4-Year,Asian,120k - 150k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
