,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,ownhome,pid3,voted_gov
41131,6,Female,24,4-Year,Hispanic,150k+,Single / Never Married,Some of the time,Never Heard / Not Sure,Liberal,Other,Democrat,[Democrat / Candidate 1]
41132,18,Female,35,2-Year,Hispanic,80k - 100k,Divorced,Some of the time,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41133,21,Female,24,Some College,Hispanic,30k - 40k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
41134,14,Female,49,2-Year,Black,40k - 50k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
41135,19,Female,23,4-Year,White,150k+,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,Rent,Independent,[Democrat / Candidate 1]
41136,51,Male,47,2-Year,Hispanic,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41138,6,Female,25,2-Year,White,Prefer not to say,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
41140,19,Male,35,Some College,White,100k - 120k,Married,Only now and then,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
41141,53,Female,23,Some College,Asian,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Rent,Independent,[Democrat / Candidate 1]
41143,5,Female,29,Post-Grad,White,120k - 150k,Married,Some of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
41144,24,Male,29,4-Year,White,60k - 70k,Married,Some of the time,Disapprove / Somewhat Disapprove,Not Sure,Rent,Independent,[Democrat / Candidate 1]
41146,38,Male,43,Some College,Hispanic,30k - 40k,Domestic Partnership,Hardly at all,Disapprove / Somewhat Disapprove,Not Sure,Own,Independent,[Democrat / Candidate 1]
41150,40,Female,62,2-Year,Hispanic,70k - 80k,Domestic Partnership,Only now and then,Approve / Somewhat Approve,Conservative,Rent,Democrat,[Democrat / Candidate 1]
41151,7,Female,25,4-Year,Asian,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,Rent,Independent,[Democrat / Candidate 1]
41153,52,Male,24,4-Year,Asian,100k - 120k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
41155,48,Female,26,4-Year,Asian,Less than 10k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Very Liberal,Other,Independent,[Democrat / Candidate 1]
41157,17,Female,23,Some College,White,10k - 20k,Single / Never Married,Some of the time,Never Heard / Not Sure,Liberal,Own,Democrat,[Democrat / Candidate 1]
41158,39,Female,56,High School Graduate,White,50k - 60k,Divorced,Most of the time,Strongly Disapprove,Moderate,Rent,Independent,[Republican / Candidate 2]
41159,12,Female,28,4-Year,Asian,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41160,53,Male,27,4-Year,White,150k+,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
41161,3,Female,72,High School Graduate,White,20k - 30k,Divorced,Only now and then,Disapprove / Somewhat Disapprove,Moderate,Rent,Republican,[Republican / Candidate 2]
41162,25,Female,23,4-Year,Asian,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Republican / Candidate 2]
41163,34,Male,51,Some College,Hispanic,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
41165,32,Female,25,4-Year,Hispanic,80k - 100k,Married,Some of the time,Strongly Approve,Moderate,Rent,Democrat,[Republican / Candidate 2]
41169,49,Male,18,Some College,Mixed,60k - 70k,Domestic Partnership,Some of the time,Never Heard / Not Sure,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41172,27,Female,30,Post-Grad,Asian,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Republican / Candidate 2]
41177,44,Female,22,High School Graduate,Hispanic,30k - 40k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Moderate,Own,Not Sure,[Republican / Candidate 2]
41180,17,Female,59,High School Graduate,Asian,30k - 40k,Married,Only now and then,Approve / Somewhat Approve,Moderate,Rent,Republican,[Democrat / Candidate 1]
41181,3,Female,25,4-Year,White,150k+,Married,Only now and then,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
41182,34,Female,28,4-Year,Asian,100k - 120k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41183,22,Female,46,2-Year,Hispanic,60k - 70k,Married,Hardly at all,Disapprove / Somewhat Disapprove,Moderate,Rent,Independent,[Democrat / Candidate 1]
41184,17,Male,26,4-Year,Asian,120k - 150k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
41186,39,Female,25,4-Year,White,60k - 70k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
41187,3,Female,23,Some College,Hispanic,50k - 60k,Single / Never Married,Don't Know,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
41188,14,Female,26,4-Year,Asian,100k - 120k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41190,5,Female,29,Post-Grad,White,150k+,Divorced,Most of the time,Never Heard / Not Sure,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41194,29,Male,19,Some College,Hispanic,30k - 40k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,Rent,Not Sure,[Democrat / Candidate 1]
41195,33,Female,37,Some College,Mixed,80k - 100k,Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
41196,50,Female,25,2-Year,White,20k - 30k,Single / Never Married,Only now and then,Strongly Disapprove,Moderate,Rent,Independent,[Republican / Candidate 2]
41199,29,Male,30,Some College,Hispanic,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
41200,37,Female,25,High School Graduate,Black,20k - 30k,Domestic Partnership,Hardly at all,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41201,52,Female,35,High School Graduate,White,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Conservative,Own,Democrat,[Republican / Candidate 2]
41202,29,Female,24,High School Graduate,Hispanic,Less than 10k,Married,Only now and then,Disapprove / Somewhat Disapprove,Not Sure,Rent,Democrat,[Democrat / Candidate 1]
41203,52,Female,28,4-Year,Asian,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,Other,Democrat,[Democrat / Candidate 1]
41208,52,Female,29,4-Year,White,100k - 120k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41210,16,Male,54,Some College,Hispanic,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
41211,35,Female,27,2-Year,White,20k - 30k,Domestic Partnership,Only now and then,Never Heard / Not Sure,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
41213,19,Female,21,Some College,Asian,150k+,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,Other,Independent,I Did Not Vote In This Race
41215,38,Female,24,4-Year,Hispanic,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
41218,30,Female,28,Some College,Mixed,30k - 40k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41221,8,Male,29,High School Graduate,White,10k - 20k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
41223,53,Female,18,High School Graduate,Black,70k - 80k,Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41225,7,Male,66,Post-Grad,White,80k - 100k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
41228,50,Male,24,4-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
41229,15,Female,41,Some College,White,100k - 120k,Married,Only now and then,Never Heard / Not Sure,Moderate,Rent,Republican,[Republican / Candidate 2]
41232,43,Male,24,High School Graduate,Hispanic,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41233,29,Male,21,High School Graduate,Black,40k - 50k,Single / Never Married,Don't Know,Never Heard / Not Sure,Very Liberal,Rent,Independent,Not Sure
41236,41,Male,33,4-Year,Hispanic,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
41237,21,Female,29,2-Year,White,60k - 70k,Single / Never Married,Only now and then,Never Heard / Not Sure,Moderate,Other,Independent,[Republican / Candidate 2]
41238,46,Female,28,Post-Grad,Asian,20k - 30k,Single / Never Married,Don't Know,Never Heard / Not Sure,Not Sure,Rent,Not Sure,Not Sure
41240,45,Female,21,2-Year,White,Less than 10k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
41241,49,Female,77,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
41242,36,Male,25,Some College,White,60k - 70k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
41243,52,Male,70,2-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
41245,20,Female,66,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
41246,8,Female,70,2-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
41247,12,Male,28,Post-Grad,White,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Republican,[Republican / Candidate 2]
41249,11,Male,74,Post-Grad,White,30k - 40k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
41250,19,Male,25,Some College,White,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,Rent,Independent,[Democrat / Candidate 1]
41252,25,Female,72,Some College,White,30k - 40k,Married,Some of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
41254,27,Male,60,2-Year,Black,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
41257,6,Male,58,2-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
41259,33,Female,28,4-Year,Asian,Prefer not to say,Married,Only now and then,Strongly Disapprove,Very Conservative,Rent,Independent,Not Sure
41261,12,Male,69,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
41264,7,Male,59,Post-Grad,White,80k - 100k,Separated,Some of the time,Strongly Disapprove,Very Conservative,Own,Independent,[Republican / Candidate 2]
41266,26,Male,74,Post-Grad,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
41267,3,Male,83,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
41271,24,Female,74,Post-Grad,White,Prefer not to say,Divorced,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
41272,14,Female,79,Some College,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
41273,42,Male,64,Some College,Hispanic,120k - 150k,Married,Only now and then,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
41276,17,Female,42,Some College,Hispanic,120k - 150k,Married,Some of the time,Strongly Disapprove,Moderate,Own,Republican,[Republican / Candidate 2]
41277,52,Female,25,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41278,15,Female,31,Some College,Black,50k - 60k,Married,Only now and then,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
41279,27,Female,29,4-Year,Black,150k+,Single / Never Married,Only now and then,Never Heard / Not Sure,Moderate,Own,Democrat,[Democrat / Candidate 1]
41280,19,Female,51,Some College,Hispanic,150k+,Married,Only now and then,Approve / Somewhat Approve,Conservative,Other,Democrat,[Democrat / Candidate 1]
41281,15,Male,73,2-Year,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
41283,28,Male,28,2-Year,Mixed,10k - 20k,Domestic Partnership,Only now and then,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Republican / Candidate 2]
41284,45,Female,63,Post-Grad,Asian,150k+,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
41286,41,Female,27,Some College,Hispanic,20k - 30k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
41288,45,Male,59,2-Year,White,Prefer not to say,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Other,[Democrat / Candidate 1]
41291,21,Female,41,High School Graduate,Hispanic,10k - 20k,Married,Only now and then,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
41292,42,Male,34,Some College,Hispanic,40k - 50k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
41298,14,Male,20,Some College,Asian,80k - 100k,Single / Never Married,Most of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41302,1,Male,62,Post-Grad,White,60k - 70k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
41303,23,Female,64,Post-Grad,White,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,Other,Other,[Republican / Candidate 2]
41307,53,Female,19,High School Graduate,Asian,100k - 120k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,Other,Democrat,[Democrat / Candidate 1]
41310,12,Male,58,Post-Grad,White,80k - 100k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
41311,40,Male,40,Some College,Hispanic,100k - 120k,Married,Only now and then,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
41312,36,Male,47,Some College,White,50k - 60k,Domestic Partnership,Most of the time,Strongly Disapprove,Not Sure,Own,Independent,[Democrat / Candidate 1]
41315,4,Male,39,High School Graduate,Hispanic,40k - 50k,Separated,Some of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
41318,45,Male,47,Some College,Hispanic,80k - 100k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,Rent,Republican,[Democrat / Candidate 1]
41319,38,Female,32,Some College,Hispanic,Less than 10k,Divorced,Don't Know,Never Heard / Not Sure,Not Sure,Rent,Not Sure,[Democrat / Candidate 1]
41325,38,Female,26,4-Year,Asian,50k - 60k,Married,Hardly at all,Never Heard / Not Sure,Moderate,Own,Democrat,[Democrat / Candidate 1]
41326,44,Female,68,Post-Grad,Black,150k+,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
41327,12,Female,41,Post-Grad,White,100k - 120k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Very Liberal,Rent,Independent,[Democrat / Candidate 1]
41328,51,Male,44,2-Year,Hispanic,40k - 50k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
41329,52,Female,75,Post-Grad,Hispanic,120k - 150k,Widowed,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
41330,7,Male,21,High School Graduate,White,Less than 10k,Single / Never Married,Most of the time,Strongly Approve,Moderate,Other,Independent,[Democrat / Candidate 1]
41331,19,Female,21,Some College,Asian,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,Rent,Democrat,[Democrat / Candidate 1]
41332,31,Male,46,Some College,Hispanic,70k - 80k,Separated,Some of the time,Strongly Disapprove,Moderate,Rent,Republican,[Republican / Candidate 2]
41334,34,Male,46,Some College,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Other,[Democrat / Candidate 1]
