,dist,cong,gender,birthyr,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
419822,11,115,Female,1964,54,2-Year,White,10k - 20k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
419841,23,115,Male,1961,57,High School Graduate,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Not Sure,[Republican / Candidate 2]
419892,53,115,Male,1982,36,Some College,Hispanic,20k - 30k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
419894,13,115,Female,1985,33,Post-Grad,White,60k - 70k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
419901,28,115,Female,1972,46,4-Year,Hispanic,20k - 30k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2]
419904,8,115,Male,1968,50,High School Graduate,Other,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
419905,8,115,Male,1969,49,4-Year,White,80k - 100k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
419975,26,115,Female,1968,50,Post-Grad,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Moderate,I Did Not Vote In This Race
420005,12,115,Female,1964,54,Post-Grad,Asian,80k - 100k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
420010,39,115,Male,1959,59,4-Year,White,Prefer not to say,Married,Don't Know,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
420043,41,115,Male,1955,63,High School Graduate,Black,10k - 20k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
420048,1,115,Female,1970,48,2-Year,Mixed,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
420058,21,115,Female,1958,60,No HS,Hispanic,60k - 70k,Separated,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
420061,23,115,Female,1965,53,2-Year,Mixed,80k - 100k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
420065,26,115,Female,1987,31,Some College,Hispanic,60k - 70k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
420077,10,115,Male,1955,63,High School Graduate,White,80k - 100k,Married,Hardly at all,Strongly Approve,Moderate,[Democrat / Candidate 1]
420079,4,115,Female,1975,43,4-Year,Hispanic,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
420113,50,115,Male,1937,81,High School Graduate,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
420151,35,115,Female,1977,41,Some College,White,20k - 30k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
420153,49,115,Male,1963,55,4-Year,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
420154,7,115,Male,1954,64,Some College,White,70k - 80k,Domestic Partnership,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
420174,24,115,Female,1981,37,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
420175,31,115,Female,2000,18,4-Year,Hispanic,Less than 10k,Single / Never Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
420198,37,115,Male,1959,59,2-Year,White,40k - 50k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
420216,39,115,Female,1974,44,4-Year,White,150k+,Married,Some of the time,Never Heard / Not Sure,Moderate,[Republican / Candidate 2]
420219,37,115,Female,1994,24,4-Year,Black,80k - 100k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
420230,27,115,Male,1938,80,4-Year,Hispanic,70k - 80k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
420316,39,115,Female,1966,52,4-Year,Asian,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
420342,5,115,Male,1991,27,Some College,White,50k - 60k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
420346,41,115,Female,1964,54,Post-Grad,White,150k+,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
420360,38,115,Female,1985,33,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
420369,16,115,Female,1985,33,Some College,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
420371,43,115,Female,1962,56,2-Year,Asian,80k - 100k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
420378,22,115,Female,1969,49,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
420387,41,115,Female,1959,59,Some College,Hispanic,70k - 80k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
420406,9,115,Female,1936,82,High School Graduate,White,70k - 80k,Widowed,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
420410,11,115,Male,1955,63,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
420462,8,115,Female,1967,51,4-Year,White,70k - 80k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
420466,28,115,Male,1959,59,2-Year,White,Prefer not to say,Single / Never Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
420482,37,115,Male,1985,33,4-Year,Black,70k - 80k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,Other
420492,11,115,Female,1962,56,2-Year,Black,70k - 80k,Single / Never Married,Most of the time,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
420494,12,115,Male,1962,56,2-Year,White,60k - 70k,Divorced,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
420523,52,115,Male,1986,32,4-Year,White,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
420539,15,115,Female,1995,23,4-Year,Asian,120k - 150k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
420565,32,115,Female,1980,38,4-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
420569,20,115,Female,1994,24,4-Year,Hispanic,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
420572,12,115,Male,1962,56,Some College,Mixed,50k - 60k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
420582,18,115,Female,1952,66,4-Year,Asian,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
420592,45,115,Female,1989,29,4-Year,Asian,20k - 30k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
420608,24,115,Female,1970,48,High School Graduate,White,Prefer not to say,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
420611,15,115,Female,1990,28,4-Year,Hispanic,80k - 100k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
420665,22,115,Male,1967,51,High School Graduate,White,Prefer not to say,Separated,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
420685,18,115,Female,1931,87,High School Graduate,White,30k - 40k,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2]
420715,42,115,Male,1971,47,2-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
420720,52,115,Female,1974,44,Post-Grad,Asian,Prefer not to say,Married,Only now and then,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
420748,35,115,Female,1979,39,Post-Grad,Mixed,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
420794,23,115,Male,1944,74,High School Graduate,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
420810,3,115,Female,1986,32,High School Graduate,Hispanic,60k - 70k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
420834,9,115,Male,1989,29,4-Year,White,40k - 50k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
420867,9,115,Female,1967,51,High School Graduate,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
420891,2,115,Male,1954,64,Some College,White,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
420895,52,115,Male,1943,75,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
420902,14,115,Female,1947,71,High School Graduate,White,30k - 40k,Divorced,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
420923,4,115,Female,1937,81,No HS,White,10k - 20k,Divorced,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
420924,7,115,Female,1946,72,High School Graduate,White,10k - 20k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
420928,28,115,Male,1959,59,Some College,White,150k+,Domestic Partnership,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
420943,46,115,Female,1989,29,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
420955,34,115,Male,1986,32,4-Year,White,120k - 150k,Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
420962,16,115,Female,1978,40,4-Year,Hispanic,120k - 150k,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
420985,12,115,Male,1989,29,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Approve,Moderate,[Republican / Candidate 2]
421023,16,115,Male,1984,34,High School Graduate,White,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421068,8,115,Male,1958,60,High School Graduate,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
421097,40,115,Male,1961,57,Some College,Hispanic,20k - 30k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421117,39,115,Female,1951,67,High School Graduate,Asian,150k+,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
421142,27,115,Female,1943,75,High School Graduate,White,10k - 20k,Divorced,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
421155,7,115,Male,1987,31,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
421163,19,115,Male,1933,85,High School Graduate,White,30k - 40k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421176,30,115,Female,1977,41,2-Year,Black,50k - 60k,Domestic Partnership,Most of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
421204,6,115,Male,1972,46,Some College,Hispanic,20k - 30k,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
421254,3,115,Male,1958,60,2-Year,Black,70k - 80k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
421276,17,115,Male,2000,18,Some College,White,150k+,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421291,31,115,Female,1963,55,High School Graduate,White,40k - 50k,Married,Only now and then,Strongly Disapprove,Liberal,[Republican / Candidate 2]
421297,31,115,Male,1957,61,High School Graduate,White,20k - 30k,Single / Never Married,Some of the time,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
421364,10,115,Female,1970,48,High School Graduate,White,100k - 120k,Married,Hardly at all,Strongly Approve,Very Conservative,[Democrat / Candidate 1]
421369,8,115,Female,1987,31,High School Graduate,Black,50k - 60k,Single / Never Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
421414,47,115,Female,1952,66,High School Graduate,White,Prefer not to say,Divorced,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421465,20,115,Male,1984,34,No HS,Hispanic,40k - 50k,Domestic Partnership,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
421467,24,115,Male,1963,55,High School Graduate,White,20k - 30k,Single / Never Married,Only now and then,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
421482,37,115,Male,1987,31,4-Year,Black,120k - 150k,Married,Some of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1]
421495,21,115,Female,1980,38,2-Year,Hispanic,50k - 60k,Divorced,Hardly at all,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
421533,25,115,Female,1989,29,Post-Grad,White,120k - 150k,Married,Most of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
421548,47,115,Male,1982,36,2-Year,Hispanic,150k+,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Very Conservative,I Did Not Vote In This Race
421582,21,115,Female,1965,53,High School Graduate,White,10k - 20k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2]
421631,52,115,Female,1989,29,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
421649,43,115,Male,1952,66,Some College,Black,10k - 20k,Divorced,Most of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
421658,7,115,Female,1994,24,Some College,White,50k - 60k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
421690,23,115,Female,1978,40,Some College,Hispanic,70k - 80k,Domestic Partnership,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
421709,35,115,Female,1986,32,4-Year,Black,60k - 70k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Very Conservative,[Democrat / Candidate 1]
421729,36,115,Female,1997,21,Some College,Black,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421739,41,115,Female,1992,26,Some College,Hispanic,30k - 40k,Married,Hardly at all,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
421743,43,115,Male,1958,60,2-Year,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
421766,13,115,Female,1996,22,4-Year,White,80k - 100k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421769,53,115,Female,1999,19,Some College,Hispanic,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421788,2,115,Female,1973,45,Some College,White,50k - 60k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421791,5,115,Male,1995,23,High School Graduate,Black,Less than 10k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
421794,5,115,Female,1945,73,High School Graduate,Black,60k - 70k,Divorced,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421812,34,115,Female,1991,27,Post-Grad,White,30k - 40k,Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
421848,8,115,Female,1944,74,High School Graduate,White,10k - 20k,Divorced,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
421853,50,115,Male,1934,84,High School Graduate,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
421866,28,115,Female,1983,35,2-Year,Hispanic,20k - 30k,Married,Some of the time,Approve / Somewhat Approve,Very Conservative,[Democrat / Candidate 1]
421919,33,115,Male,1954,64,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
421951,42,115,Female,1954,64,High School Graduate,White,20k - 30k,Married,Some of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
421954,11,115,Female,1982,36,Post-Grad,White,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
421955,36,115,Male,1960,58,High School Graduate,White,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
